alert_id,timestamp,month,source,rule_name,severity,mitre_tactic,disposition,escalated_to_incident,analyst,shift
ALT-001707,2026-06-03 14:02:30,2026-06,EDR,Process hollowing,Medium,Collection,False Positive,No,r.islam,Evening
ALT-001713,2026-06-03 14:32:10,2026-06,EDR,Unsigned driver load,High,Privilege Escalation,False Positive,No,n.akter,Evening
ALT-001704,2026-06-03 14:39:06,2026-06,SIEM,Audit log cleared,High,Discovery,False Positive,No,s.khatun,Evening
ALT-001717,2026-06-03 14:42:45,2026-06,CASB,SaaS impossible travel,Medium,Initial Access,False Positive,No,r.islam,Evening
ALT-001719,2026-06-03 14:55:23,2026-06,WAF,XSS attempt,Medium,Defense Evasion,True Positive,No,a.rahman,Evening
ALT-001708,2026-06-03 14:55:50,2026-06,SIEM,Impossible travel,Critical,Privilege Escalation,True Positive,Yes,r.islam,Evening
ALT-001718,2026-06-03 16:13:27,2026-06,Firewall,Geo-blocked destination,Low,Impact,False Positive,No,n.akter,Evening
ALT-001701,2026-06-03 17:13:16,2026-06,Email-GW,Phishing URL,Low,Discovery,False Positive,No,t.begum,Evening
ALT-001711,2026-06-03 18:49:50,2026-06,WAF,SQL injection attempt,Low,Privilege Escalation,False Positive,No,a.rahman,Evening
ALT-001727,2026-06-04 05:00:05,2026-06,SIEM,Audit log cleared,Medium,Privilege Escalation,False Positive,No,n.akter,Night
ALT-001732,2026-06-04 06:27:00,2026-06,WAF,XSS attempt,Low,Execution,Benign True Positive,No,s.khatun,Morning
ALT-001724,2026-06-04 07:28:17,2026-06,Firewall,Geo-blocked destination,Critical,Initial Access,True Positive,Yes,r.islam,Morning
ALT-001741,2026-06-04 08:10:25,2026-06,EDR,Ransomware canary file,Critical,Persistence,False Positive,No,m.hasan,Morning
ALT-001739,2026-06-04 09:20:35,2026-06,CASB,Mass external share,Low,Lateral Movement,False Positive,No,m.hasan,Morning
ALT-001737,2026-06-04 11:46:52,2026-06,EDR,Ransomware canary file,High,Privilege Escalation,True Positive,No,n.akter,Morning
ALT-001729,2026-06-04 13:14:23,2026-06,SIEM,Brute-force logon burst,Medium,Exfiltration,False Positive,No,t.begum,Morning
ALT-001738,2026-06-04 14:00:57,2026-06,SIEM,Audit log cleared,High,Exfiltration,Benign True Positive,No,t.begum,Evening
ALT-001728,2026-06-04 14:24:40,2026-06,WAF,XSS attempt,High,Command and Control,False Positive,No,a.rahman,Evening
ALT-001722,2026-06-04 14:42:03,2026-06,SIEM,Audit log cleared,Low,Command and Control,Benign True Positive,No,t.begum,Evening
ALT-001736,2026-06-04 15:12:43,2026-06,Email-GW,Phishing URL,Low,Privilege Escalation,False Positive,No,a.rahman,Evening
ALT-001730,2026-06-04 15:20:49,2026-06,IDS,EternalBlue exploit,Medium,Exfiltration,False Positive,No,m.hasan,Evening
ALT-001734,2026-06-04 15:41:03,2026-06,CASB,OAuth grant to risky app,Low,Execution,Benign True Positive,No,a.rahman,Evening
ALT-001723,2026-06-04 16:53:33,2026-06,SIEM,Mass file download,Medium,Execution,False Positive,No,m.hasan,Evening
ALT-001725,2026-06-04 16:59:13,2026-06,EDR,Credential dumping tool,High,Execution,Benign True Positive,No,s.khatun,Evening
ALT-001733,2026-06-04 17:35:00,2026-06,SIEM,Impossible travel,Medium,Exfiltration,Benign True Positive,No,m.hasan,Evening
ALT-001726,2026-06-04 17:57:22,2026-06,Firewall,Tor exit node traffic,Medium,Persistence,Benign True Positive,No,s.khatun,Evening
ALT-001731,2026-06-04 18:07:39,2026-06,Firewall,Outbound to known C2,High,Lateral Movement,True Positive,No,a.rahman,Evening
ALT-001735,2026-06-04 18:58:46,2026-06,EDR,Ransomware canary file,High,Exfiltration,True Positive,Yes,r.islam,Evening
ALT-001740,2026-06-04 22:08:34,2026-06,Firewall,Outbound to known C2,Medium,Privilege Escalation,False Positive,No,s.khatun,Night
ALT-001752,2026-06-05 05:10:42,2026-06,EDR,Credential dumping tool,Critical,Impact,Benign True Positive,No,t.begum,Night
ALT-001742,2026-06-05 06:30:46,2026-06,Email-GW,Phishing URL,Low,Defense Evasion,False Positive,No,a.rahman,Morning
ALT-001754,2026-06-05 07:18:32,2026-06,WAF,Path traversal,Medium,Impact,False Positive,No,r.islam,Morning
ALT-001760,2026-06-05 07:31:28,2026-06,SIEM,New privileged account,Low,Persistence,False Positive,No,n.akter,Morning
ALT-001745,2026-06-05 08:14:22,2026-06,SIEM,Mass file download,High,Lateral Movement,False Positive,No,n.akter,Morning
ALT-001758,2026-06-05 09:04:17,2026-06,IDS,SMB lateral movement,Medium,Persistence,True Positive,No,m.hasan,Morning
ALT-001749,2026-06-05 09:04:20,2026-06,EDR,LOLBin execution,Medium,Privilege Escalation,False Positive,No,t.begum,Morning
ALT-001744,2026-06-05 09:34:53,2026-06,SIEM,Mass file download,Low,Exfiltration,False Positive,No,m.hasan,Morning
ALT-001755,2026-06-05 11:19:19,2026-06,EDR,Credential dumping tool,Low,Discovery,False Positive,No,a.rahman,Morning
ALT-001759,2026-06-05 11:40:52,2026-06,EDR,Credential dumping tool,Low,Impact,Benign True Positive,No,m.hasan,Morning
ALT-001757,2026-06-05 12:38:04,2026-06,CASB,SaaS impossible travel,Low,Exfiltration,False Positive,No,t.begum,Morning
ALT-001750,2026-06-05 13:35:38,2026-06,Firewall,DNS tunneling pattern,Low,Execution,False Positive,No,a.rahman,Morning
ALT-001747,2026-06-05 14:00:37,2026-06,EDR,Unsigned driver load,Low,Execution,False Positive,No,m.hasan,Evening
ALT-001751,2026-06-05 15:13:07,2026-06,Firewall,Tor exit node traffic,Medium,Privilege Escalation,True Positive,Yes,t.begum,Evening
ALT-001756,2026-06-05 15:40:23,2026-06,EDR,Suspicious PowerShell,Low,Impact,False Positive,No,s.khatun,Evening
ALT-001753,2026-06-05 17:09:21,2026-06,Email-GW,Business email compromise,High,Privilege Escalation,False Positive,No,s.khatun,Evening
ALT-001746,2026-06-05 17:47:03,2026-06,SIEM,Audit log cleared,High,Credential Access,False Positive,No,t.begum,Evening
ALT-001748,2026-06-05 18:46:40,2026-06,SIEM,Brute-force logon burst,High,Privilege Escalation,True Positive,No,t.begum,Evening
ALT-001743,2026-06-05 21:53:52,2026-06,SIEM,Brute-force logon burst,High,Initial Access,False Positive,No,r.islam,Evening
ALT-001767,2026-06-06 03:52:33,2026-06,SIEM,New privileged account,Medium,Command and Control,True Positive,No,t.begum,Night
ALT-001763,2026-06-06 10:22:22,2026-06,WAF,Web shell upload,Medium,Collection,Benign True Positive,No,r.islam,Morning
ALT-001766,2026-06-06 11:25:21,2026-06,SIEM,New privileged account,Low,Initial Access,True Positive,No,a.rahman,Morning
ALT-001768,2026-06-06 13:25:33,2026-06,CASB,SaaS impossible travel,Medium,Lateral Movement,Duplicate,No,s.khatun,Morning
ALT-001761,2026-06-06 16:00:38,2026-06,Email-GW,Phishing URL,Low,Exfiltration,False Positive,No,s.khatun,Evening
ALT-001764,2026-06-06 17:41:21,2026-06,SIEM,Impossible travel,Medium,Collection,False Positive,No,s.khatun,Evening
ALT-001762,2026-06-06 19:00:57,2026-06,Firewall,Inbound port scan,Medium,Impact,Duplicate,No,a.rahman,Evening
ALT-001765,2026-06-06 21:42:28,2026-06,Firewall,Geo-blocked destination,Medium,Collection,False Positive,No,m.hasan,Evening
ALT-001769,2026-06-07 09:17:36,2026-06,Firewall,Tor exit node traffic,Low,Collection,True Positive,No,a.rahman,Morning
ALT-001770,2026-06-07 14:23:43,2026-06,SIEM,New privileged account,Medium,Initial Access,True Positive,Yes,s.khatun,Evening
ALT-001771,2026-06-07 16:14:25,2026-06,Firewall,DNS tunneling pattern,Medium,Persistence,False Positive,No,r.islam,Evening
ALT-001785,2026-06-08 04:11:57,2026-06,IDS,Nmap scan,Low,Command and Control,Benign True Positive,No,t.begum,Night
ALT-001775,2026-06-08 09:05:31,2026-06,Firewall,Geo-blocked destination,Medium,Exfiltration,False Positive,No,s.khatun,Morning
ALT-001779,2026-06-08 09:23:45,2026-06,SIEM,Mass file download,Medium,Command and Control,Benign True Positive,No,m.hasan,Morning
ALT-001780,2026-06-08 10:16:58,2026-06,Firewall,Outbound to known C2,Medium,Defense Evasion,False Positive,No,r.islam,Morning
ALT-001781,2026-06-08 12:16:32,2026-06,WAF,Web shell upload,Low,Credential Access,Benign True Positive,No,t.begum,Morning
ALT-001774,2026-06-08 13:32:33,2026-06,WAF,Web shell upload,Medium,Collection,True Positive,No,a.rahman,Morning
ALT-001772,2026-06-08 13:39:20,2026-06,SIEM,Impossible travel,High,Persistence,Benign True Positive,No,a.rahman,Morning
ALT-001783,2026-06-08 13:42:13,2026-06,Email-GW,Business email compromise,Low,Impact,Duplicate,No,r.islam,Morning
ALT-001777,2026-06-08 14:05:33,2026-06,IDS,Nmap scan,Critical,Discovery,False Positive,No,n.akter,Evening
ALT-001782,2026-06-08 14:54:32,2026-06,Firewall,Inbound port scan,Low,Defense Evasion,False Positive,No,n.akter,Evening
ALT-001786,2026-06-08 15:17:17,2026-06,EDR,Ransomware canary file,Medium,Impact,True Positive,Yes,a.rahman,Evening
ALT-001776,2026-06-08 16:21:20,2026-06,Email-GW,Malicious attachment,Medium,Defense Evasion,False Positive,No,n.akter,Evening
ALT-001784,2026-06-08 16:40:31,2026-06,Firewall,Geo-blocked destination,High,Lateral Movement,False Positive,No,a.rahman,Evening
ALT-001773,2026-06-08 17:54:18,2026-06,EDR,Credential dumping tool,Medium,Impact,False Positive,No,r.islam,Evening
ALT-001778,2026-06-08 22:55:41,2026-06,IDS,Nmap scan,Medium,Impact,Duplicate,No,m.hasan,Night
ALT-001793,2026-06-09 06:45:25,2026-06,SIEM,Brute-force logon burst,Medium,Privilege Escalation,False Positive,No,a.rahman,Morning
ALT-001801,2026-06-09 07:10:55,2026-06,Firewall,Inbound port scan,Medium,Collection,True Positive,No,r.islam,Morning
ALT-001805,2026-06-09 07:42:35,2026-06,SIEM,Mass file download,Medium,Defense Evasion,False Positive,No,r.islam,Morning
ALT-001808,2026-06-09 08:08:13,2026-06,WAF,SQL injection attempt,High,Initial Access,Benign True Positive,No,a.rahman,Morning
ALT-001795,2026-06-09 08:15:30,2026-06,EDR,LOLBin execution,Low,Credential Access,False Positive,No,s.khatun,Morning
ALT-001804,2026-06-09 09:10:41,2026-06,SIEM,Mass file download,Low,Credential Access,True Positive,No,a.rahman,Morning
ALT-001800,2026-06-09 09:54:14,2026-06,EDR,Credential dumping tool,Low,Impact,True Positive,No,m.hasan,Morning
ALT-001796,2026-06-09 11:25:56,2026-06,CASB,Mass external share,High,Discovery,False Positive,No,s.khatun,Morning
ALT-001807,2026-06-09 11:41:02,2026-06,Email-GW,Business email compromise,Medium,Command and Control,False Positive,No,s.khatun,Morning
ALT-001798,2026-06-09 12:34:12,2026-06,Email-GW,Malicious attachment,High,Exfiltration,False Positive,No,t.begum,Morning
ALT-001787,2026-06-09 12:43:49,2026-06,SIEM,Audit log cleared,High,Initial Access,True Positive,Yes,n.akter,Morning
ALT-001803,2026-06-09 12:57:29,2026-06,EDR,Ransomware canary file,Medium,Defense Evasion,Benign True Positive,No,r.islam,Morning
ALT-001802,2026-06-09 14:01:36,2026-06,WAF,Path traversal,High,Credential Access,False Positive,No,m.hasan,Evening
ALT-001788,2026-06-09 14:16:47,2026-06,SIEM,New privileged account,Low,Persistence,True Positive,No,t.begum,Evening
ALT-001791,2026-06-09 14:35:54,2026-06,SIEM,New privileged account,Medium,Exfiltration,True Positive,No,t.begum,Evening
ALT-001799,2026-06-09 15:35:58,2026-06,Email-GW,Phishing URL,Medium,Initial Access,False Positive,No,m.hasan,Evening
ALT-001794,2026-06-09 15:36:31,2026-06,EDR,Ransomware canary file,Medium,Lateral Movement,False Positive,No,m.hasan,Evening
ALT-001790,2026-06-09 15:46:19,2026-06,Firewall,DNS tunneling pattern,Low,Initial Access,Benign True Positive,No,r.islam,Evening
ALT-001806,2026-06-09 17:11:47,2026-06,EDR,Ransomware canary file,Low,Lateral Movement,True Positive,No,m.hasan,Evening
ALT-001789,2026-06-09 17:12:08,2026-06,WAF,Web shell upload,Low,Privilege Escalation,True Positive,Yes,r.islam,Evening
ALT-001792,2026-06-09 18:56:31,2026-06,IDS,Nmap scan,Low,Persistence,True Positive,No,m.hasan,Evening
ALT-001797,2026-06-09 19:49:26,2026-06,IDS,SMB lateral movement,Medium,Lateral Movement,True Positive,Yes,n.akter,Evening
ALT-001812,2026-06-10 08:17:11,2026-06,Email-GW,Malicious attachment,Low,Collection,True Positive,No,r.islam,Morning
ALT-001825,2026-06-10 08:29:20,2026-06,SIEM,Logon from disabled account,Low,Credential Access,True Positive,Yes,r.islam,Morning
ALT-001811,2026-06-10 08:38:04,2026-06,EDR,Process hollowing,Critical,Persistence,Benign True Positive,No,s.khatun,Morning
ALT-001818,2026-06-10 10:07:09,2026-06,EDR,Ransomware canary file,Critical,Execution,False Positive,No,s.khatun,Morning
ALT-001814,2026-06-10 10:26:42,2026-06,SIEM,Logon from disabled account,Medium,Collection,True Positive,No,n.akter,Morning
ALT-001821,2026-06-10 10:40:33,2026-06,SIEM,Audit log cleared,Low,Persistence,True Positive,No,m.hasan,Morning
ALT-001823,2026-06-10 10:42:47,2026-06,Firewall,DNS tunneling pattern,Low,Lateral Movement,True Positive,No,m.hasan,Morning
ALT-001816,2026-06-10 11:46:13,2026-06,EDR,Process hollowing,Low,Lateral Movement,False Positive,No,r.islam,Morning
ALT-001820,2026-06-10 11:58:52,2026-06,IDS,EternalBlue exploit,Low,Credential Access,False Positive,No,m.hasan,Morning
ALT-001826,2026-06-10 12:07:31,2026-06,WAF,XSS attempt,Low,Discovery,False Positive,No,m.hasan,Morning
ALT-001810,2026-06-10 13:38:56,2026-06,SIEM,Logon from disabled account,Low,Command and Control,False Positive,No,s.khatun,Morning
ALT-001817,2026-06-10 14:31:12,2026-06,SIEM,Logon from disabled account,Low,Persistence,False Positive,No,s.khatun,Evening
ALT-001827,2026-06-10 15:24:07,2026-06,WAF,SQL injection attempt,Medium,Defense Evasion,Benign True Positive,No,a.rahman,Evening
ALT-001831,2026-06-10 15:31:32,2026-06,EDR,LOLBin execution,Low,Impact,Benign True Positive,No,s.khatun,Evening
ALT-001828,2026-06-10 16:24:42,2026-06,SIEM,Logon from disabled account,Medium,Privilege Escalation,False Positive,No,r.islam,Evening
ALT-001829,2026-06-10 16:36:36,2026-06,Firewall,DNS tunneling pattern,High,Privilege Escalation,True Positive,No,n.akter,Evening
ALT-001830,2026-06-10 17:00:41,2026-06,Firewall,Outbound to known C2,High,Privilege Escalation,False Positive,No,m.hasan,Evening
ALT-001809,2026-06-10 17:26:49,2026-06,Firewall,DNS tunneling pattern,Medium,Lateral Movement,False Positive,No,n.akter,Evening
ALT-001822,2026-06-10 18:21:45,2026-06,IDS,EternalBlue exploit,Low,Collection,False Positive,No,n.akter,Evening
ALT-001824,2026-06-10 18:36:58,2026-06,SIEM,Impossible travel,Low,Exfiltration,Duplicate,No,t.begum,Evening
ALT-001813,2026-06-10 19:30:08,2026-06,WAF,Path traversal,Low,Initial Access,False Positive,No,r.islam,Evening
ALT-001819,2026-06-10 20:51:33,2026-06,IDS,Nmap scan,Low,Discovery,Duplicate,No,r.islam,Evening
ALT-001815,2026-06-10 22:54:37,2026-06,CASB,SaaS impossible travel,Low,Discovery,False Positive,No,n.akter,Night
ALT-001855,2026-06-11 00:58:52,2026-06,IDS,EternalBlue exploit,Medium,Command and Control,False Positive,No,r.islam,Night
ALT-001853,2026-06-11 01:44:04,2026-06,IDS,Nmap scan,High,Initial Access,False Positive,No,n.akter,Night
ALT-001843,2026-06-11 07:37:10,2026-06,Firewall,Outbound to known C2,Low,Defense Evasion,False Positive,No,m.hasan,Morning
ALT-001845,2026-06-11 08:28:47,2026-06,WAF,Web shell upload,Low,Defense Evasion,True Positive,No,s.khatun,Morning
ALT-001848,2026-06-11 09:04:24,2026-06,WAF,XSS attempt,Low,Credential Access,False Positive,No,n.akter,Morning
ALT-001842,2026-06-11 09:15:41,2026-06,SIEM,Logon from disabled account,Low,Discovery,True Positive,No,t.begum,Morning
ALT-001832,2026-06-11 09:30:31,2026-06,IDS,SMB lateral movement,Low,Lateral Movement,True Positive,Yes,s.khatun,Morning
ALT-001834,2026-06-11 09:42:52,2026-06,EDR,Unsigned driver load,Medium,Command and Control,False Positive,No,m.hasan,Morning
ALT-001838,2026-06-11 10:40:16,2026-06,EDR,Suspicious PowerShell,Medium,Execution,False Positive,No,r.islam,Morning
ALT-001833,2026-06-11 12:17:38,2026-06,Email-GW,Business email compromise,Medium,Persistence,True Positive,Yes,t.begum,Morning
ALT-001846,2026-06-11 12:47:11,2026-06,SIEM,Logon from disabled account,High,Lateral Movement,Duplicate,No,t.begum,Morning
ALT-001840,2026-06-11 12:56:29,2026-06,EDR,Suspicious PowerShell,High,Collection,False Positive,No,t.begum,Morning
ALT-001852,2026-06-11 13:03:45,2026-06,SIEM,Audit log cleared,Medium,Command and Control,False Positive,No,a.rahman,Morning
ALT-001836,2026-06-11 13:10:06,2026-06,SIEM,Impossible travel,Low,Lateral Movement,False Positive,No,m.hasan,Morning
ALT-001849,2026-06-11 15:01:42,2026-06,IDS,Cobalt Strike beacon,Medium,Privilege Escalation,False Positive,No,a.rahman,Evening
ALT-001844,2026-06-11 15:16:50,2026-06,Email-GW,Spoofed internal sender,Low,Persistence,True Positive,Yes,s.khatun,Evening
ALT-001839,2026-06-11 15:40:15,2026-06,SIEM,Audit log cleared,High,Collection,Benign True Positive,No,t.begum,Evening
ALT-001847,2026-06-11 15:51:53,2026-06,Firewall,Outbound to known C2,Low,Initial Access,False Positive,No,m.hasan,Evening
ALT-001854,2026-06-11 16:24:26,2026-06,SIEM,Logon from disabled account,Medium,Collection,False Positive,No,a.rahman,Evening
ALT-001851,2026-06-11 17:55:13,2026-06,IDS,Cobalt Strike beacon,Low,Credential Access,False Positive,No,a.rahman,Evening
ALT-001841,2026-06-11 19:13:23,2026-06,SIEM,Audit log cleared,High,Collection,Duplicate,No,r.islam,Evening
ALT-001850,2026-06-11 20:10:27,2026-06,SIEM,Brute-force logon burst,High,Discovery,False Positive,No,r.islam,Evening
ALT-001835,2026-06-11 22:05:16,2026-06,SIEM,New privileged account,Medium,Lateral Movement,False Positive,No,a.rahman,Night
ALT-001837,2026-06-11 23:17:30,2026-06,Firewall,DNS tunneling pattern,Low,Lateral Movement,Benign True Positive,No,n.akter,Night
ALT-001862,2026-06-12 02:08:18,2026-06,SIEM,Impossible travel,Low,Privilege Escalation,True Positive,Yes,r.islam,Night
ALT-001868,2026-06-12 07:28:34,2026-06,WAF,XSS attempt,Medium,Initial Access,False Positive,No,t.begum,Morning
ALT-001859,2026-06-12 09:19:59,2026-06,Firewall,DNS tunneling pattern,Medium,Credential Access,True Positive,No,s.khatun,Morning
ALT-001856,2026-06-12 09:51:05,2026-06,Firewall,Inbound port scan,High,Execution,False Positive,No,s.khatun,Morning
ALT-001865,2026-06-12 10:06:52,2026-06,SIEM,Audit log cleared,High,Command and Control,False Positive,No,r.islam,Morning
ALT-001858,2026-06-12 11:30:32,2026-06,Email-GW,Business email compromise,Medium,Command and Control,Benign True Positive,No,s.khatun,Morning
ALT-001857,2026-06-12 12:52:26,2026-06,SIEM,Audit log cleared,High,Discovery,False Positive,No,n.akter,Morning
ALT-001869,2026-06-12 13:13:37,2026-06,WAF,Path traversal,Medium,Privilege Escalation,False Positive,No,t.begum,Morning
ALT-001867,2026-06-12 13:25:55,2026-06,SIEM,Logon from disabled account,Low,Discovery,Benign True Positive,No,m.hasan,Morning
ALT-001863,2026-06-12 14:57:49,2026-06,CASB,OAuth grant to risky app,Low,Command and Control,False Positive,No,a.rahman,Evening
ALT-001866,2026-06-12 15:59:07,2026-06,WAF,SQL injection attempt,Medium,Command and Control,False Positive,No,m.hasan,Evening
ALT-001864,2026-06-12 16:28:28,2026-06,EDR,Ransomware canary file,High,Lateral Movement,False Positive,No,n.akter,Evening
ALT-001860,2026-06-12 16:32:54,2026-06,Email-GW,Spoofed internal sender,Medium,Defense Evasion,False Positive,No,s.khatun,Evening
ALT-001861,2026-06-12 16:44:26,2026-06,EDR,Unsigned driver load,High,Credential Access,False Positive,No,s.khatun,Evening
ALT-001875,2026-06-13 06:52:36,2026-06,Firewall,Outbound to known C2,Low,Discovery,Benign True Positive,No,n.akter,Morning
ALT-001870,2026-06-13 10:47:23,2026-06,WAF,Path traversal,Low,Impact,False Positive,No,r.islam,Morning
ALT-001874,2026-06-13 12:01:41,2026-06,EDR,LOLBin execution,Low,Impact,False Positive,No,a.rahman,Morning
ALT-001872,2026-06-13 15:06:27,2026-06,SIEM,Mass file download,Low,Discovery,False Positive,No,m.hasan,Evening
ALT-001871,2026-06-13 15:48:44,2026-06,EDR,Process hollowing,Low,Discovery,True Positive,No,n.akter,Evening
ALT-001876,2026-06-13 16:47:58,2026-06,EDR,LOLBin execution,Medium,Persistence,False Positive,No,t.begum,Evening
ALT-001873,2026-06-13 16:58:56,2026-06,SIEM,Logon from disabled account,High,Credential Access,Benign True Positive,No,a.rahman,Evening
ALT-001877,2026-06-14 12:35:14,2026-06,Email-GW,Phishing URL,Low,Persistence,True Positive,No,r.islam,Morning
ALT-001879,2026-06-14 16:44:05,2026-06,SIEM,Audit log cleared,High,Discovery,False Positive,No,s.khatun,Evening
ALT-001878,2026-06-14 19:19:55,2026-06,Email-GW,Spoofed internal sender,Medium,Defense Evasion,True Positive,Yes,s.khatun,Evening
ALT-001883,2026-06-15 00:43:18,2026-06,SIEM,Logon from disabled account,Low,Lateral Movement,False Positive,No,a.rahman,Night
ALT-001887,2026-06-15 03:03:59,2026-06,EDR,Ransomware canary file,Critical,Defense Evasion,False Positive,No,t.begum,Night
ALT-001885,2026-06-15 05:31:49,2026-06,Email-GW,Business email compromise,High,Lateral Movement,False Positive,No,m.hasan,Night
ALT-001886,2026-06-15 07:01:38,2026-06,SIEM,Mass file download,Low,Discovery,False Positive,No,n.akter,Morning
ALT-001889,2026-06-15 07:33:56,2026-06,SIEM,Mass file download,High,Lateral Movement,False Positive,No,s.khatun,Morning
ALT-001897,2026-06-15 08:02:07,2026-06,WAF,Path traversal,High,Discovery,Benign True Positive,No,s.khatun,Morning
ALT-001892,2026-06-15 10:19:15,2026-06,SIEM,Logon from disabled account,Low,Discovery,True Positive,No,t.begum,Morning
ALT-001882,2026-06-15 11:26:08,2026-06,Email-GW,Business email compromise,Low,Discovery,False Positive,No,r.islam,Morning
ALT-001891,2026-06-15 11:33:57,2026-06,EDR,Suspicious PowerShell,Medium,Credential Access,True Positive,No,n.akter,Morning
ALT-001890,2026-06-15 11:49:31,2026-06,Firewall,Tor exit node traffic,Medium,Persistence,Benign True Positive,No,s.khatun,Morning
ALT-001880,2026-06-15 13:37:17,2026-06,Firewall,Outbound to known C2,Low,Persistence,False Positive,No,s.khatun,Morning
ALT-001881,2026-06-15 15:21:10,2026-06,IDS,Cobalt Strike beacon,Low,Persistence,False Positive,No,n.akter,Evening
ALT-001894,2026-06-15 15:26:03,2026-06,IDS,SMB lateral movement,Low,Credential Access,False Positive,No,n.akter,Evening
ALT-001884,2026-06-15 15:36:44,2026-06,SIEM,Mass file download,Low,Execution,Benign True Positive,No,a.rahman,Evening
ALT-001896,2026-06-15 16:13:20,2026-06,Email-GW,Phishing URL,Medium,Defense Evasion,True Positive,No,s.khatun,Evening
ALT-001893,2026-06-15 16:54:55,2026-06,Email-GW,Spoofed internal sender,High,Privilege Escalation,True Positive,No,n.akter,Evening
ALT-001888,2026-06-15 17:31:59,2026-06,EDR,Suspicious PowerShell,Low,Exfiltration,False Positive,No,n.akter,Evening
ALT-001895,2026-06-15 19:16:35,2026-06,SIEM,Audit log cleared,Critical,Impact,True Positive,Yes,r.islam,Evening
ALT-001906,2026-06-16 04:43:31,2026-06,EDR,Ransomware canary file,Low,Exfiltration,True Positive,No,a.rahman,Night
ALT-001911,2026-06-16 05:28:35,2026-06,Firewall,Outbound to known C2,Medium,Lateral Movement,False Positive,No,r.islam,Night
ALT-001900,2026-06-16 06:14:55,2026-06,EDR,Unsigned driver load,Low,Execution,False Positive,No,m.hasan,Morning
ALT-001905,2026-06-16 06:29:33,2026-06,WAF,SQL injection attempt,Low,Command and Control,False Positive,No,n.akter,Morning
ALT-001898,2026-06-16 07:31:44,2026-06,Email-GW,Business email compromise,Medium,Privilege Escalation,True Positive,Yes,a.rahman,Morning
ALT-001901,2026-06-16 08:05:35,2026-06,EDR,Unsigned driver load,Low,Defense Evasion,False Positive,No,a.rahman,Morning
ALT-001899,2026-06-16 09:42:55,2026-06,IDS,EternalBlue exploit,Critical,Persistence,True Positive,Yes,r.islam,Morning
ALT-001904,2026-06-16 10:56:11,2026-06,EDR,Credential dumping tool,High,Initial Access,True Positive,Yes,s.khatun,Morning
ALT-001912,2026-06-16 12:16:46,2026-06,Email-GW,Business email compromise,High,Exfiltration,Benign True Positive,No,n.akter,Morning
ALT-001914,2026-06-16 12:29:03,2026-06,Email-GW,Business email compromise,Low,Discovery,True Positive,No,m.hasan,Morning
ALT-001910,2026-06-16 13:07:57,2026-06,WAF,Path traversal,Low,Collection,True Positive,No,t.begum,Morning
ALT-001903,2026-06-16 13:21:33,2026-06,SIEM,New privileged account,High,Privilege Escalation,False Positive,No,m.hasan,Morning
ALT-001907,2026-06-16 13:27:37,2026-06,Email-GW,Phishing URL,High,Credential Access,False Positive,No,s.khatun,Morning
ALT-001902,2026-06-16 13:57:00,2026-06,Firewall,Inbound port scan,Low,Execution,False Positive,No,s.khatun,Morning
ALT-001913,2026-06-16 14:55:57,2026-06,SIEM,Audit log cleared,Low,Discovery,False Positive,No,n.akter,Evening
ALT-001908,2026-06-16 16:21:41,2026-06,Email-GW,Business email compromise,Low,Lateral Movement,False Positive,No,n.akter,Evening
ALT-001916,2026-06-16 16:27:17,2026-06,SIEM,Brute-force logon burst,Low,Execution,False Positive,No,a.rahman,Evening
ALT-001909,2026-06-16 17:01:52,2026-06,SIEM,Mass file download,Medium,Persistence,Duplicate,No,n.akter,Evening
ALT-001915,2026-06-16 17:35:02,2026-06,CASB,Mass external share,Medium,Exfiltration,True Positive,No,a.rahman,Evening
ALT-001920,2026-06-17 07:02:42,2026-06,WAF,Path traversal,Medium,Defense Evasion,True Positive,No,m.hasan,Morning
ALT-001924,2026-06-17 09:00:55,2026-06,SIEM,Brute-force logon burst,Low,Exfiltration,False Positive,No,r.islam,Morning
ALT-001928,2026-06-17 09:31:39,2026-06,SIEM,Logon from disabled account,Low,Execution,False Positive,No,m.hasan,Morning
ALT-001931,2026-06-17 09:34:07,2026-06,SIEM,Brute-force logon burst,Medium,Discovery,False Positive,No,t.begum,Morning
ALT-001926,2026-06-17 09:57:44,2026-06,Email-GW,Phishing URL,High,Persistence,False Positive,No,t.begum,Morning
ALT-001922,2026-06-17 10:35:00,2026-06,IDS,Nmap scan,Medium,Lateral Movement,True Positive,No,t.begum,Morning
ALT-001919,2026-06-17 11:27:11,2026-06,SIEM,Logon from disabled account,Medium,Defense Evasion,True Positive,No,n.akter,Morning
ALT-001921,2026-06-17 11:51:45,2026-06,SIEM,New privileged account,Medium,Execution,Benign True Positive,No,a.rahman,Morning
ALT-001917,2026-06-17 13:44:56,2026-06,SIEM,New privileged account,Medium,Initial Access,False Positive,No,a.rahman,Morning
ALT-001918,2026-06-17 15:01:07,2026-06,SIEM,Logon from disabled account,Critical,Discovery,False Positive,No,t.begum,Evening
ALT-001927,2026-06-17 16:03:50,2026-06,SIEM,Impossible travel,High,Initial Access,False Positive,No,s.khatun,Evening
ALT-001932,2026-06-17 16:58:21,2026-06,EDR,LOLBin execution,Medium,Execution,True Positive,Yes,a.rahman,Evening
